Passenger ID,start hour,start minute,Start Station,Start Lat ,Start Lng,End Station,End Lat ,End Lng,Walking Time,Waiting Time,Riding Time
1001830,8,42,Start Station,33.7628404,-84.45378655,End Station,33.7621198,-84.390131,1,1,1
1889,8,27,Start Station,33.705694,-84.443763,End Station,33.755545,-84.382234,1,1,1
1001889,7,33,Start Station,33.7067128,-84.44670795,End Station,33.7558114,-84.38146405,1,1,1
1908,8,52,Start Station,33.644103,-84.49288,End Station,33.711562,-84.443721,1,1,1
1001908,8,24,Start Station,33.6446106,-84.4915837,End Station,33.7141468,-84.4397886,1,1,1
1970,8,31,Start Station,33.7537,-84.495612,End Station,33.708397,-84.443763,1,1,1
2021,8,3,Start Station,33.800469,-84.415931,End Station,33.843691,-84.371392,1,1,1
1002021,8,18,Start Station,33.7969086,-84.4179668,End Station,33.8469022,-84.3753244,1,1,1
2057,7,55,Start Station,33.755467,-84.223391,End Station,33.753782,-84.473987,1,1,1
1002057,7,52,Start Station,33.7570006,-84.22338665,End Station,33.7524284,-84.47758445,1,1,1
2063,8,41,Start Station,33.758678,-84.22242,End Station,33.774308,-84.25304,1,1,1
1002063,8,10,Start Station,33.759272,-84.2229594,End Station,33.7758668,-84.25643735,1,1,1
1002096,7,8,Start Station,33.7526086,-84.416623,End Station,33.8340856,-84.3648946,1,1,1
2100,7,2,Start Station,33.770583,-84.283822,End Station,33.911731,-84.352987,1,1,1
1002100,7,22,Start Station,33.7710006,-84.28433095,End Station,33.908149,-84.3571108,1,1,1
2107,7,43,Start Station,33.756646,-84.342099,End Station,33.850335,-84.378421,1,1,1
1002107,7,20,Start Station,33.7595332,-84.34200765,End Station,33.853305,-84.376159,1,1,1
2115,7,56,Start Station,33.758098,-84.416372,End Station,33.933505,-84.354034,1,1,1
2121,8,54,Start Station,33.761827,-84.196652,End Station,33.922223,-84.338776,1,1,1
1002121,7,21,Start Station,33.7651426,-84.1955993,End Station,33.924365,-84.34250395,1,1,1
2124,8,11,Start Station,33.728544,-84.38062,End Station,33.849047,-84.364884,1,1,1
2240,7,40,Start Station,33.821375,-84.387914,End Station,33.850297,-84.362392,1,1,1
1002240,7,14,Start Station,33.820907,-84.3844514,End Station,33.8501746,-84.36540655,1,1,1
2242,7,35,Start Station,33.799024,-84.393987,End Station,33.786589,-84.385241,1,1,1
2476,8,28,Start Station,33.831227,-84.38554,End Station,33.841221,-84.35817,1,1,1
1002476,8,4,Start Station,33.8282498,-84.3825124,End Station,33.8426898,-84.36145425,1,1,1
2483,8,3,Start Station,33.764757,-84.413769,End Station,33.780529,-84.387507,1,1,1
1002483,7,12,Start Station,33.7626942,-84.40948425,End Station,33.7824838,-84.39141765,1,1,1
2487,8,52,Start Station,33.817118,-84.392638,End Station,33.849047,-84.364884,1,1,1
1002487,8,18,Start Station,33.8154764,-84.3962659,End Station,33.8504726,-84.3636834,1,1,1
2488,7,13,Start Station,33.813417,-84.392237,End Station,33.843137,-84.372553,1,1,1
1002488,8,5,Start Station,33.8140434,-84.39453815,End Station,33.840725,-84.36829435,1,1,1
2568,8,8,Start Station,33.769771,-84.252395,End Station,33.77208,-84.249312,1,1,1
2580,7,13,Start Station,33.754637,-84.493009,End Station,33.762147,-84.385935,1,1,1
1002580,8,37,Start Station,33.753197,-84.49678045,End Station,33.761085,-84.3821505,1,1,1
1002582,7,2,Start Station,33.7182404,-84.47543955,End Station,33.761055,-84.4711289,1,1,1
2590,8,0,Start Station,33.764004,-84.50148,End Station,33.753164,-84.391278,1,1,1
1002590,8,49,Start Station,33.762276,-84.50330265,End Station,33.7505072,-84.39047325,1,1,1
2594,7,44,Start Station,33.752802,-84.503999,End Station,33.762177,-84.387461,1,1,1
2619,7,24,Start Station,33.75655,-84.38823,End Station,33.764004,-84.50148,1,1,1
1002619,8,24,Start Station,33.75772,-84.39180135,End Station,33.7634892,-84.5020455,1,1,1
2654,8,34,Start Station,33.759893,-84.500772,End Station,33.760659,-84.469502,1,1,1
2657,8,42,Start Station,33.706861,-84.418206,End Station,33.756497,-84.496111,1,1,1
2659,8,15,Start Station,33.745874,-84.508484,End Station,33.751877,-84.467467,1,1,1
1002659,7,7,Start Station,33.7458452,-84.5121989,End Station,33.7487738,-84.4684849,1,1,1
2683,8,46,Start Station,33.745874,-84.508484,End Station,33.752247,-84.490668,1,1,1
1002683,8,15,Start Station,33.7475804,-84.51069815,End Station,33.7532154,-84.4878318,1,1,1
2691,8,31,Start Station,33.750877,-84.475926,End Station,33.753747,-84.473817,1,1,1
1002691,8,54,Start Station,33.7512514,-84.47289405,End Station,33.7503306,-84.4756788,1,1,1
2694,8,6,Start Station,33.705437,-84.454005,End Station,33.849047,-84.364884,1,1,1
1002694,7,10,Start Station,33.7087742,-84.45500115,End Station,33.8470706,-84.3666936,1,1,1
2732,8,1,Start Station,33.750336,-84.494141,End Station,33.711233,-84.407872,1,1,1
2737,8,57,Start Station,33.755039,-84.39023,End Station,33.749804,-84.496042,1,1,1
2740,8,51,Start Station,33.74109,-84.420575,End Station,33.748717,-84.494978,1,1,1
1002740,7,39,Start Station,33.7404924,-84.4206272,End Station,33.7504594,-84.49406015,1,1,1
2753,7,30,Start Station,33.735347,-84.414183,End Station,33.749804,-84.496042,1,1,1
1002753,8,55,Start Station,33.738479,-84.4151226,End Station,33.7468376,-84.4967206,1,1,1
2963,8,32,Start Station,33.650786,-84.472983,End Station,33.722198,-84.418018,1,1,1
1002963,7,30,Start Station,33.6505988,-84.4764978,End Station,33.719984,-84.41579515,1,1,1
3098,7,26,Start Station,33.651705,-84.476397,End Station,33.759806,-84.371994,1,1,1
1003098,7,3,Start Station,33.649527,-84.48049905,End Station,33.7599932,-84.3708369,1,1,1
3104,8,39,Start Station,33.826154,-84.329755,End Station,33.754269,-84.389545,1,1,1
1003129,7,50,Start Station,33.8236254,-84.32780055,End Station,33.7564196,-84.3771025,1,1,1
3137,7,27,Start Station,33.855574,-84.293289,End Station,33.764351,-84.384122,1,1,1
1003137,7,55,Start Station,33.8529676,-84.2940285,End Station,33.761939,-84.3844526,1,1,1
3138,7,54,Start Station,33.774308,-84.25304,End Station,33.763213,-84.373924,1,1,1
1003138,8,28,Start Station,33.776702,-84.25373165,End Station,33.7609702,-84.3770995,1,1,1
3140,7,38,Start Station,33.741172,-84.394448,End Station,33.829819,-84.336315,1,1,1
1003140,7,36,Start Station,33.742216,-84.3905243,End Station,33.8299594,-84.3374199,1,1,1
3142,8,21,Start Station,33.782875,-84.352862,End Station,33.753913,-84.38888,1,1,1
1003142,8,26,Start Station,33.7825546,-84.35627675,End Station,33.7524082,-84.38876255,1,1,1
1003147,8,59,Start Station,33.7670858,-84.37632135,End Station,33.84659,-84.36326475,1,1,1
3153,8,46,Start Station,33.752357,-84.382364,End Station,33.763752,-84.328415,1,1,1
3177,8,49,Start Station,33.781542,-84.427085,End Station,33.768372,-84.304649,1,1,1
1003177,7,39,Start Station,33.7801056,-84.42321785,End Station,33.7657512,-84.3027611,1,1,1
3189,7,22,Start Station,33.85448,-84.315748,End Station,33.763954,-84.371955,1,1,1
1003189,8,3,Start Station,33.8539184,-84.31170685,End Station,33.7649404,-84.36996705,1,1,1
3190,7,45,Start Station,33.841221,-84.35817,End Station,33.77738,-84.35262,1,1,1
3197,7,52,Start Station,33.836978,-84.368076,End Station,33.745417,-84.408907,1,1,1
1003197,8,38,Start Station,33.8361464,-84.366597,End Station,33.7453918,-84.4077064,1,1,1
3198,8,15,Start Station,33.763965,-84.447281,End Station,33.747504,-84.412891,1,1,1
1003198,8,16,Start Station,33.7638642,-84.4461587,End Station,33.7478316,-84.41132935,1,1,1
1003202,7,48,Start Station,33.7289328,-84.3783058,End Station,33.7498656,-84.4129954,1,1,1
3209,8,2,Start Station,33.857526,-84.347975,End Station,33.752217,-84.412879,1,1,1
3215,8,48,Start Station,33.925359,-84.352321,End Station,33.748239,-84.402759,1,1,1
1003215,8,12,Start Station,33.9236418,-84.3508072,End Station,33.7446678,-84.4029417,1,1,1
3221,7,8,Start Station,33.788687,-84.376878,End Station,33.747513,-84.42035,1,1,1
1003221,7,51,Start Station,33.7912466,-84.38066685,End Station,33.7502886,-84.4170875,1,1,1
3222,7,15,Start Station,33.747409,-84.430849,End Station,33.918155,-84.34536,1,1,1
3223,7,0,Start Station,33.761251,-84.314702,End Station,33.747504,-84.412891,1,1,1
1003223,7,46,Start Station,33.7629394,-84.31392335,End Station,33.7446132,-84.41058985,1,1,1
3229,7,44,Start Station,33.749865,-84.495813,End Station,33.760952,-84.412558,1,1,1
1003229,7,42,Start Station,33.7508982,-84.49899285,End Station,33.7604696,-84.41084845,1,1,1
3231,8,32,Start Station,33.749353,-84.426351,End Station,33.786589,-84.385241,1,1,1
1003231,7,4,Start Station,33.7506742,-84.4278735,End Station,33.784087,-84.3846407,1,1,1
3251,8,49,Start Station,33.802719,-84.393036,End Station,33.756101,-84.305656,1,1,1
1003251,7,17,Start Station,33.8024274,-84.39711195,End Station,33.7574114,-84.3046729,1,1,1
1003252,8,38,Start Station,33.7108656,-84.4016205,End Station,33.7549334,-84.3397545,1,1,1
3257,7,53,Start Station,33.748478,-84.438364,End Station,33.752845,-84.393325,1,1,1
1003257,8,54,Start Station,33.7476608,-84.43453165,End Station,33.7548862,-84.39313795,1,1,1
3259,7,17,Start Station,33.722092,-84.393365,End Station,33.749582,-84.436694,1,1,1
1003276,7,51,Start Station,33.7675708,-84.3785817,End Station,33.8243228,-84.41282785,1,1,1
3302,8,16,Start Station,33.75657,-84.391041,End Station,33.768103,-84.402318,1,1,1
3304,8,14,Start Station,33.733027,-84.426767,End Station,33.837448,-84.315109,1,1,1
3306,8,35,Start Station,33.768009,-84.415424,End Station,33.718382,-84.418593,1,1,1
3307,7,14,Start Station,33.77056,-84.420367,End Station,33.760885,-84.4112,1,1,1
1003307,8,50,Start Station,33.768706,-84.42429505,End Station,33.7624402,-84.4118438,1,1,1
3308,7,36,Start Station,33.746372,-84.406581,End Station,33.753526,-84.391895,1,1,1
3334,8,24,Start Station,33.768213,-84.412596,End Station,33.746596,-84.33176,1,1,1
1003334,8,2,Start Station,33.766449,-84.41202615,End Station,33.7500412,-84.33018095,1,1,1
3335,8,17,Start Station,33.743161,-84.408355,End Station,33.704247,-84.415853,1,1,1
1003343,7,42,Start Station,33.7388152,-84.41173495,End Station,33.7649492,-84.4048967,1,1,1
3344,8,50,Start Station,33.651357,-84.474657,End Station,33.743161,-84.408355,1,1,1
1003344,8,15,Start Station,33.6511662,-84.47833275,End Station,33.740371,-84.40541875,1,1,1
3345,7,18,Start Station,33.781548,-84.453356,End Station,33.743161,-84.408355,1,1,1
3346,8,45,Start Station,33.719998,-84.388057,End Station,33.743161,-84.408355,1,1,1
1003350,8,44,Start Station,33.7462492,-84.4047917,End Station,33.7808172,-84.42628085,1,1,1
3355,7,35,Start Station,33.641547,-84.444038,End Station,33.767285,-84.413674,1,1,1
3357,8,21,Start Station,33.746689,-84.408118,End Station,33.775662,-84.425944,1,1,1
1003357,8,33,Start Station,33.7487122,-84.40609525,End Station,33.7732896,-84.42825385,1,1,1
3359,8,0,Start Station,33.775983,-84.442997,End Station,33.740578,-84.41562,1,1,1
3361,7,5,Start Station,33.744795,-84.404917,End Station,33.738773,-84.428985,1,1,1
1003361,8,12,Start Station,33.7464798,-84.4063351,End Station,33.7383554,-84.4312383,1,1,1
3363,7,39,Start Station,33.770245,-84.411103,End Station,33.77047,-84.287523,1,1,1
1003363,7,27,Start Station,33.7714474,-84.4082494,End Station,33.7709596,-84.29018955,1,1,1
3369,8,56,Start Station,33.768215,-84.40878,End Station,33.711233,-84.407872,1,1,1
1003369,8,47,Start Station,33.7653422,-84.4097979,End Station,33.7128638,-84.4113781,1,1,1
3373,8,20,Start Station,33.75472,-84.417554,End Station,33.773163,-84.418444,1,1,1
3377,7,32,Start Station,33.740578,-84.41562,End Station,33.773864,-84.461149,1,1,1
3378,8,52,Start Station,33.771566,-84.410632,End Station,33.750618,-84.387914,1,1,1
3385,8,4,Start Station,33.768145,-84.40918,End Station,33.743321,-84.41767,1,1,1
1003385,7,45,Start Station,33.7662946,-84.4096933,End Station,33.7463594,-84.41883145,1,1,1
3390,8,31,Start Station,33.743093,-84.409993,End Station,33.771349,-84.395546,1,1,1
1003390,7,27,Start Station,33.7448066,-84.40652605,End Station,33.7703806,-84.3955286,1,1,1
1003580,7,22,Start Station,33.7539828,-84.38907085,End Station,33.7755272,-84.40886395,1,1,1
3584,8,39,Start Station,33.756174,-84.299063,End Station,33.790705,-84.42689,1,1,1
1003584,7,48,Start Station,33.7571892,-84.30340865,End Station,33.790705,-84.42905195,1,1,1
3599,7,12,Start Station,33.780621,-84.41069,End Station,33.752048,-84.468117,1,1,1
3600,7,26,Start Station,33.775909,-84.40704,End Station,33.76409,-84.389922,1,1,1
1003600,8,31,Start Station,33.7780762,-84.40549575,End Station,33.7665524,-84.3879819,1,1,1
1003625,8,40,Start Station,33.8263276,-84.32927765,End Station,33.7793914,-84.41269175,1,1,1
1003627,8,48,Start Station,33.650586,-84.4760706,End Station,33.7805222,-84.40802825,1,1,1
3660,7,32,Start Station,33.839607,-84.320668,End Station,33.774812,-84.198778,1,1,1
3690,8,12,Start Station,33.773452,-84.190706,End Station,33.777831,-84.293618,1,1,1
1003690,8,27,Start Station,33.772264,-84.1867301,End Station,33.7790514,-84.297968,1,1,1
3738,8,11,Start Station,33.775538,-84.368495,End Station,33.760028,-84.387495,1,1,1
3762,7,34,Start Station,33.813584,-84.389162,End Station,33.793478,-84.387837,1,1,1
1003762,8,36,Start Station,33.8128892,-84.3857777,End Station,33.7939784,-84.3920478,1,1,1
3769,7,24,Start Station,33.75062,-84.384355,End Station,33.781694,-84.384004,1,1,1
1003769,8,34,Start Station,33.7522148,-84.3882526,End Station,33.7813988,-84.38545255,1,1,1
3781,8,24,Start Station,33.849023,-84.365739,End Station,33.837155,-84.383211,1,1,1
3782,7,11,Start Station,33.942121,-84.37336,End Station,33.802719,-84.393036,1,1,1
1003782,7,51,Start Station,33.945253,-84.3734992,End Station,33.804897,-84.3920616,1,1,1
1003784,8,25,Start Station,33.8001966,-84.3942725,End Station,33.7532628,-84.3915384,1,1,1
1003785,7,34,Start Station,33.8186496,-84.38780125,End Station,33.7535574,-84.3900055,1,1,1
3787,8,41,Start Station,33.752366,-84.392007,End Station,33.802719,-84.393036,1,1,1
1003787,8,58,Start Station,33.754904,-84.39132405,End Station,33.8000298,-84.38962995,1,1,1
3795,8,51,Start Station,33.836658,-84.384918,End Station,33.908522,-84.351753,1,1,1
3802,7,12,Start Station,33.798834,-84.387624,End Station,33.847868,-84.367419,1,1,1
1003802,8,27,Start Station,33.7969692,-84.38957715,End Station,33.844916,-84.3697941,1,1,1
3803,7,31,Start Station,33.797746,-84.389854,End Station,33.847868,-84.367419,1,1,1
3835,8,34,Start Station,33.781828,-84.456448,End Station,33.737095,-84.402623,1,1,1
1003835,8,8,Start Station,33.7798804,-84.4576399,End Station,33.7347622,-84.4066163,1,1,1
1004001,8,36,Start Station,33.7320692,-84.4388566,End Station,33.754849,-84.47468885,1,1,1
1004002,7,17,Start Station,33.7514988,-84.4661783,End Station,33.735835,-84.4316199,1,1,1
1004004,7,23,Start Station,33.7572286,-84.49646015,End Station,33.7628,-84.38551715,1,1,1
4009,7,59,Start Station,33.755477,-84.487514,End Station,33.711233,-84.407872,1,1,1
1004009,8,49,Start Station,33.7560458,-84.48583055,End Station,33.7131626,-84.41168695,1,1,1
4010,7,37,Start Station,33.726143,-84.43755,End Station,33.711233,-84.407872,1,1,1
1004010,7,1,Start Station,33.723101,-84.43912035,End Station,33.710477,-84.4056883,1,1,1
4016,8,8,Start Station,33.753606,-84.49297,End Station,33.749333,-84.387276,1,1,1
4065,7,59,Start Station,33.734564,-84.418404,End Station,33.837448,-84.315109,1,1,1
1004065,7,34,Start Station,33.7329836,-84.4151676,End Station,33.8393884,-84.312847,1,1,1
4198,7,39,Start Station,33.754616,-84.405473,End Station,33.760659,-84.469502,1,1,1
1004198,7,33,Start Station,33.7565888,-84.40400705,End Station,33.7578258,-84.46608725,1,1,1
4199,7,4,Start Station,33.754616,-84.405473,End Station,33.760659,-84.469502,1,1,1
1004199,7,50,Start Station,33.755228,-84.4058123,End Station,33.7591038,-84.4671269,1,1,1
4202,8,4,Start Station,33.751879,-84.467469,End Station,33.752357,-84.382364,1,1,1
1004202,8,59,Start Station,33.7487146,-84.46709055,End Station,33.750539,-84.37919285,1,1,1
4312,7,11,Start Station,33.773736,-84.361283,End Station,33.77527,-84.304266,1,1,1
1004323,8,29,Start Station,33.7595716,-84.2400147,End Station,33.776508,-84.3677742,1,1,1
1004328,8,46,Start Station,33.7361724,-84.4126725,End Station,33.7754104,-84.32555615,1,1,1
4337,7,57,Start Station,33.731835,-84.389037,End Station,33.772501,-84.381782,1,1,1
1004337,8,27,Start Station,33.728343,-84.3904203,End Station,33.7760902,-84.3796331,1,1,1
4472,8,42,Start Station,33.747152,-84.389152,End Station,33.773884,-84.358076,1,1,1
1004472,8,5,Start Station,33.7477028,-84.38546755,End Station,33.7721056,-84.3611645,1,1,1
4473,8,41,Start Station,33.769058,-84.380363,End Station,33.773734,-84.361996,1,1,1
1004473,8,33,Start Station,33.7674956,-84.3804413,End Station,33.77386,-84.3630748,1,1,1
4476,8,26,Start Station,33.769385,-84.246269,End Station,33.774307,-84.330735,1,1,1
1004476,7,27,Start Station,33.7715738,-84.2498099,End Station,33.7760746,-84.3313875,1,1,1
1004500,7,31,Start Station,33.7750006,-84.35103645,End Station,33.7732268,-84.42082825,1,1,1
4501,8,16,Start Station,33.775643,-84.290957,End Station,33.776571,-84.384573,1,1,1
1004501,8,2,Start Station,33.7744046,-84.287303,End Station,33.7773486,-84.3822501,1,1,1
4502,8,6,Start Station,33.734088,-84.401744,End Station,33.769832,-84.367976,1,1,1
1004502,8,57,Start Station,33.7372596,-84.4036928,End Station,33.76841,-84.3717866,1,1,1
4507,7,18,Start Station,33.754523,-84.383707,End Station,33.77467,-84.346026,1,1,1
1004507,8,9,Start Station,33.752579,-84.38639095,End Station,33.77449,-84.34418595,1,1,1
4519,7,13,Start Station,33.769078,-84.236661,End Station,33.758169,-84.396562,1,1,1
1004519,7,43,Start Station,33.7678396,-84.23900565,End Station,33.7599942,-84.39361705,1,1,1
4526,7,8,Start Station,33.792531,-84.407773,End Station,33.760408,-84.243276,1,1,1
1004526,8,54,Start Station,33.7931142,-84.4048411,End Station,33.759958,-84.24516825,1,1,1
4557,7,20,Start Station,33.763699,-84.397127,End Station,33.759405,-84.239653,1,1,1
4598,8,49,Start Station,33.721174,-84.438683,End Station,33.760408,-84.243276,1,1,1
1004598,8,59,Start Station,33.7238632,-84.43950515,End Station,33.7636264,-84.24096615,1,1,1
4611,7,39,Start Station,33.707937,-84.399352,End Station,33.761922,-84.248197,1,1,1
4628,8,47,Start Station,33.778786,-84.349666,End Station,33.764877,-84.251299,1,1,1
4638,8,1,Start Station,33.850082,-84.315559,End Station,33.833622,-84.340191,1,1,1
4735,7,25,Start Station,33.758449,-84.225802,End Station,33.782549,-84.22965,1,1,1
1004735,7,2,Start Station,33.7618078,-84.2270722,End Station,33.7815698,-84.22617435,1,1,1
4794,8,20,Start Station,33.775961,-84.255986,End Station,33.782549,-84.22965,1,1,1
1004794,7,53,Start Station,33.7764938,-84.25775645,End Station,33.7810802,-84.23009805,1,1,1
4795,8,13,Start Station,33.756952,-84.411473,End Station,33.782549,-84.22965,1,1,1
1004795,7,52,Start Station,33.7598248,-84.4119689,End Station,33.7851698,-84.23121165,1,1,1
4797,8,28,Start Station,33.773016,-84.30272,End Station,33.776769,-84.243761,1,1,1
1004797,7,50,Start Station,33.770334,-84.29872235,End Station,33.7753974,-84.2446484,1,1,1
4864,8,41,Start Station,33.650786,-84.472983,End Station,33.722198,-84.418018,1,1,1
1004864,8,3,Start Station,33.6511388,-84.4686939,End Station,33.7223528,-84.41643025,1,1,1
5111,7,32,Start Station,33.752362,-84.404404,End Station,33.746631,-84.353496,1,1,1
1005111,8,7,Start Station,33.7523116,-84.40067605,End Station,33.7482726,-84.35335245,1,1,1
5168,7,4,Start Station,33.651705,-84.476397,End Station,33.759806,-84.371994,1,1,1
5174,8,12,Start Station,33.826154,-84.329755,End Station,33.754269,-84.389545,1,1,1
1005174,7,26,Start Station,33.8271584,-84.33264775,End Station,33.7557234,-84.39091525,1,1,1
5207,7,52,Start Station,33.773678,-84.384774,End Station,33.802719,-84.393036,1,1,1
5213,8,20,Start Station,33.844419,-84.364954,End Station,33.811792,-84.395153,1,1,1
1005213,8,12,Start Station,33.8462766,-84.36086935,End Station,33.8127208,-84.39172085,1,1,1
5224,8,14,Start Station,33.771246,-84.460004,End Station,33.799515,-84.387832,1,1,1
1005224,8,9,Start Station,33.7731036,-84.46135685,End Station,33.795969,-84.39058555,1,1,1
5226,7,47,Start Station,33.798834,-84.387624,End Station,33.757577,-84.393315,1,1,1
1005226,8,56,Start Station,33.7952988,-84.3918261,End Station,33.754247,-84.39324975,1,1,1
5237,8,37,Start Station,33.833133,-84.383656,End Station,33.84905,-84.365002,1,1,1
1005238,8,49,Start Station,33.7999238,-84.3897723,End Station,33.7491998,-84.38564945,1,1,1
5262,7,21,Start Station,33.71581,-84.414076,End Station,33.776769,-84.243761,1,1,1
5304,7,53,Start Station,33.785822,-84.2914,End Station,33.782549,-84.22965,1,1,1
1005304,8,23,Start Station,33.7876508,-84.28982965,End Station,33.7833014,-84.2310681,1,1,1
5316,7,41,Start Station,33.926679,-84.31026,End Station,33.898844,-84.305278,1,1,1
1005316,8,30,Start Station,33.9281946,-84.3101208,End Station,33.902372,-84.3025462,1,1,1
5338,7,2,Start Station,33.781554,-84.24694,End Station,33.898844,-84.305278,1,1,1
5367,8,26,Start Station,33.936223,-84.349501,End Station,33.921231,-84.314473,1,1,1
5375,8,31,Start Station,33.893031,-84.302365,End Station,33.920796,-84.310991,1,1,1
1005375,7,21,Start Station,33.890115,-84.3053839,End Station,33.9225276,-84.31315295,1,1,1
5393,7,15,Start Station,33.923181,-84.304825,End Station,33.714943,-84.418213,1,1,1
1005393,8,11,Start Station,33.925827,-84.30870955,End Station,33.7158178,-84.41614675,1,1,1
5398,8,45,Start Station,33.923972,-84.314786,End Station,33.922223,-84.338776,1,1,1
5402,7,51,Start Station,33.771347,-84.434873,End Station,33.898844,-84.305278,1,1,1
5415,8,56,Start Station,33.781828,-84.456448,End Station,33.736971,-84.401642,1,1,1
1005415,7,30,Start Station,33.7830628,-84.46020205,End Station,33.738555,-84.4030949,1,1,1
5417,8,12,Start Station,33.733688,-84.364894,End Station,33.743569,-84.403992,1,1,1
1005417,7,34,Start Station,33.7331804,-84.3660859,End Station,33.7423882,-84.4078983,1,1,1
5448,7,11,Start Station,33.752357,-84.382364,End Station,33.736434,-84.400766,1,1,1
1005448,8,27,Start Station,33.7534154,-84.3803543,End Station,33.7350516,-84.40219715,1,1,1
